Ntot,Ndet/Ntot,err,Nabs/Ntot,Nesc/Ntot,NhPMT/Ntot,cost,fDet_total,cost_per_eff_area,L,W,T,useWedge,wedgeLen,wedgeTipW,nScint,absLen,Rwrap,wrap,rPMT
390000.000000,0.012026,0.000175,0.650754,0.282000,0.067246,5658.000000,46.900000,120.639659,130.000000,30.000000,2.000000,0.000000,0.000000,0.000000,1.580000,300.000000,0.950000,2,1.270000
Ntot,Ndet/Ntot,err,Nabs/Ntot,Nesc/Ntot,NhPMT/Ntot,cost,fDet_total,cost_per_eff_area,L,W,T,useWedge,wedgeLen,wedgeTipW,nScint,absLen,Rwrap,wrap,rPMT
90000.000000,0.046189,0.000700,0.659967,0.086300,0.253733,3258.000000,41.570000,78.373827,90.000000,10.000000,2.000000,1.000000,20.000000,5.000000,1.580000,300.000000,0.950000,1,1.270000
Ntot,Ndet/Ntot,err,Nabs/Ntot,Nesc/Ntot,NhPMT/Ntot,cost,fDet_total,cost_per_eff_area,L,W,T,useWedge,wedgeLen,wedgeTipW,nScint,absLen,Rwrap,wrap,rPMT
130000.000000,0.027815,0.000456,0.480146,0.365292,0.154562,3058.000000,36.160000,84.568584,130.000000,10.000000,1.000000,1.000000,5.000000,5.000000,1.580000,300.000000,0.950000,2,1.270000
Ntot,Ndet/Ntot,err,Nabs/Ntot,Nesc/Ntot,NhPMT/Ntot,cost,fDet_total,cost_per_eff_area,L,W,T,useWedge,wedgeLen,wedgeTipW,nScint,absLen,Rwrap,wrap,rPMT
90000.000000,0.056656,0.000771,0.609633,0.077311,0.313056,3258.000000,50.990000,63.894881,90.000000,10.000000,2.000000,1.000000,5.000000,5.000000,1.580000,300.000000,0.950000,1,1.270000
Ntot,Ndet/Ntot,err,Nabs/Ntot,Nesc/Ntot,NhPMT/Ntot,cost,fDet_total,cost_per_eff_area,L,W,T,useWedge,wedgeLen,wedgeTipW,nScint,absLen,Rwrap,wrap,rPMT
90000.000000,0.039833,0.000652,0.470889,0.308667,0.220444,2898.000000,35.850000,80.836820,30.000000,30.000000,1.000000,0.000000,0.000000,0.000000,1.580000,300.000000,0.950000,2,1.270000
